time,unprocessed_text,processed_text,uri_post,username,label,score
Sat May 18 15:11:01 +0000 2024,Tim Lembaga Pengembangan Pendidikan dan Pembelajaran (LP3) Unmuha melakukan sosialilasi Program Magang dan Studi Independen Bersertifikat (MSIB) Angkatan 7 dan Program Kampus Mengajar (KM) Angkatan 8 kepada mahasiswa Unmuha. https://t.co/XIAnEmzJEv,tim lembaga kembang didik ajar lp3 unmuha sosialilasi program magang studi independen sertifikat msib angkat 7 program kampus ajar km angkat 8 mahasiswa unmuha httpstcoxianemzjev,https://x.com/unmuha/status/1791848974166757785,unmuha,NEUTRAL,0.9996687173843384
Sat May 18 13:40:58 +0000 2024,Hi alllll aku open ya buat temen2 yang lagi apply kerjaan atau magang msib dan masih struggle di pembuatan CV 1. Review CV 2. Upgrade CV 3. Diskusi CV Aku provide with meeting jd bisa sharing. Lets discuss WA ya link on bio #zonauang #zonajajan #msib,hi alllll open ya temen2 apply kerja magang msib struggle buat cv 1 review cv 2 upgrade cv 3 diskusi cv provide with meeting jd sharing lets discuss wa ya link on bio zonauang zonajajan msib,https://x.com/mentoringkerja/status/1791826312354816214,mentoringkerja,NEUTRAL,0.9996534585952759
Sat May 18 12:30:30 +0000 2024,@syiimy @skwadipap Halo kak aku boleh tanya terkait magang msib ngga??,syiimy skwadipap halo kak kait magang msib ngga,https://x.com/dianale44322623/status/1791808580116750574,dianale44322623,NEUTRAL,0.9996129870414734
Sat May 18 11:18:13 +0000 2024,dikeroyok laporan magang 2 tempat penelitian dosen artikel ppt lap kemajuan lap akhir persiapan msib hadehh,keroyok lapor magang 2 teliti dosen artikel ppt lap maju lap siap msib hadehh,https://x.com/bagiankecewa/status/1791790388522717271,bagiankecewa,NEUTRAL,0.9996511936187744
Sat May 18 11:07:27 +0000 2024,@prettygirx ajahaha ku pacaran udh mau 5 tahun ttp gapernah tukeran sosmed dan punya akun sambat kok bahkan doi gatau nama akun ini wkwkwk (,prettygirx ajahaha ku pacar udh 5 ttp gapernah tukeran sosmed akun sambat doi gatau nama akun wkwkwk,https://x.com/nomnommmms/status/1791787678519955529,nomnommmms,NEGATIVE,0.96553635597229
Sat May 18 10:01:04 +0000 2024,ta... tapi kak dari kurikulum merdeka belajar sampai magang S1 MSIB itu semua outputnya buat memenuhi kebutuhan industri sih ,ta kak kurikulum merdeka ajar magang s1 msib outputnya penuh butuh industri sih,https://x.com/dikur76/status/1791770972841984112,dikur76,NEUTRAL,0.7385147213935852
Sat May 18 09:42:26 +0000 2024,Hi guys:) buat temen2 msib yg lagi daftar magang atau temen2 yang lg cari kerjaan aku open nih mentoring CV ya 1. Review CV 2. Upgrade CV 3. Diskusi 1on1 Ntr ada meeting buat konsultasi + saling sharing jg. Lets discuss WA aja ya link ada di bio #zonauang #zonajajan #msib,hi guys temen2 msib yg daftar magang temen2 lg cari kerja open nih mentoring cv ya 1 review cv 2 upgrade cv 3 diskusi 1on1 ntr meeting konsultasi sharing jg lets discuss wa aja ya link bio zonauang zonajajan msib,https://x.com/mentoringkerja/status/1791766286772686980,mentoringkerja,NEUTRAL,0.9996490478515625
Sat May 18 08:38:11 +0000 2024,@wenjunhuid Aku aja gapernah magang saranku mending join msib or mbkm.,wenjunhuid aja gapernah magang saran mending join msib or mbkm,https://x.com/MYasfika/status/1791750117630124057,MYasfika,NEUTRAL,0.999384880065918
Sat May 18 08:23:32 +0000 2024,@collegemenfess msib kamu studi independen atau magang? kalo stupen masih bisa disambil2 magang/kerja tp kl ambil yg magang saranku jg double job sih... berat &amp; gak semua company bolehin double job,collegemenfess msib studi independen magang kalo stupen disambil2 magangkerja tp kl ambil yg magang saran jg double job sih berat amp gak company bolehin double job,https://x.com/compliceited/status/1791746429322461281,compliceited,NEUTRAL,0.9831294417381287
Sat May 18 07:49:03 +0000 2024,Kakak-kakak /unej/ dari ilmu kesejahteraan sosial tolong spill dong kalian magang msib dan magang mandiri dimana aja? Mungkin sekalian +-nya. Terimakasiiii,kakakkakak unej ilmu sejahtera sosial tolong spill magang msib magang mandiri mana aja nya terimakasiiii,https://x.com/MenfessUnej/status/1791737753618862371,MenfessUnej,NEUTRAL,0.9996820688247681
Sat May 18 07:37:27 +0000 2024,@Positvevbs magang msib,positvevbs magang msib,https://x.com/rapgnglory/status/1791734832114049287,rapgnglory,NEUTRAL,0.9996803998947144
Sat May 18 07:02:20 +0000 2024,tugas gue bulan mei - juli: kelarin revisian skripsyit project msib proposal kkl laporan magang buat km &amp; prodi ,tugas gue mei juli kelarin revisi skripsyit project msib proposal kkl lapor magang km amp prodi,https://x.com/teletubshittt/status/1791725993646059823,teletubshittt,NEUTRAL,0.9996662139892578
Sat May 18 05:38:57 +0000 2024,@mhrnilin14 hi kak untuk laporan magangnya ada templatenya ga ya?,mhrnilin14 hi kak lapor magang templatenya ga ya,https://x.com/nomnommmms/status/1791705011128586442,nomnommmms,NEUTRAL,0.9996342658996582
Sat May 18 05:07:20 +0000 2024,@macncheeshy hi kak aku mau tanya2 boleh dm ga ya,macncheeshy hi kak tanya2 dm ga ya,https://x.com/nomnommmms/status/1791697054923895274,nomnommmms,NEUTRAL,0.9993170499801636
Sat May 18 04:35:37 +0000 2024,ada jasa bikin cv ats ga buat magang msib #zonauang,jasa bikin cv ats ga magang msib zonauang,https://x.com/hstql/status/1791689074425880582,hstql,NEUTRAL,0.999697208404541
Sat May 18 04:32:10 +0000 2024,Temen2 pejuang msib yang lagi pengen daftar magang msib batch 7 dan butuh mentoring cv aku bisa ya Aku alumni msib + skrg udah full time di multinational comp:) 1. Review CV 2. Upgrade CV 3. Diskusi Lets discuss ntr ada meeting jg. WA ya link di bio #zonauang #zonajajan,temen2 juang msib ken daftar magang msib batch 7 butuh mentoring cv ya alumni msib skrg udah full time multinational comp 1 review cv 2 upgrade cv 3 diskusi lets discuss ntr meeting jg wa ya link bio zonauang zonajajan,https://x.com/mentoringkerja/status/1791688202799210729,mentoringkerja,NEUTRAL,0.9995074272155762
Sat May 18 03:58:08 +0000 2024,CV English Creation for KKN Internasional | Passed/lolos to Malaysia! ⭐️ Joki bahasa inggris tugas joki essai masuk kerja essay beasiswa scholarship murah proofread cv portfolio jasa bikin cv jasa joki murah magang konsultasi karir MSIB kemendikbud pendaftaran kuliah college https://t.co/CQZWWPHWwI,cv english creation for kkn internasional passedlolos to malaysia joki bahasa inggris tugas joki essai masuk kerja essay beasiswa scholarship murah proofread cv portfolio jasa bikin cv jasa joki murah magang konsultasi karir msib kemendikbud daftar kuliah college httpstcocqzwwphwwi,https://x.com/SekataSerasi/status/1791679640953888857,SekataSerasi,NEUTRAL,0.9935751557350159
Sat May 18 03:26:57 +0000 2024,@pasipasifeb @utfess iyaa aku saat ini (lg magang) smt 6 jadi gaikut tuton/ujian nantinya nilai aku pure dari hasil magang msib,pasipasifeb utfess iyaa lg magang smt 6 gaikut tutonujian nilai pure hasil magang msib,https://x.com/akutagaza/status/1791671789921427558,akutagaza,NEUTRAL,0.9996248483657837
Sat May 18 03:22:57 +0000 2024,gue bimbang si semester ini dah ngambil magang msib rencananya mau coba lagi karna aku ini magangnya di UMKM jd mau coba yg perusahaan gt tapiii nih gue smst bsk masuk smst 7 dimana dah mulai skripsiiii sebenernya ak mau maksimalin pengalamanku di kuliah si ga ambil 3 5 tahun,gue bimbang si semester dah ngambil magang msib rencana coba karna magang umkm jd coba yg usaha gt tapiii nih gue smst bsk masuk smst 7 mana dah skripsiiii sebenernya ak maksimalin alam kuliah si ga ambil 3 5,https://x.com/xxcvvluff/status/1791670785414934567,xxcvvluff,NEGATIVE,0.9997091889381409
Sat May 18 02:40:18 +0000 2024,bismillah keterima magang pit dan keterima msib ya allah amiin,bismillah terima magang pit terima msib ya allah amiin,https://x.com/joyfulrhub/status/1791660052585308179,joyfulrhub,NEUTRAL,0.9468504190444946
Sat May 18 02:21:46 +0000 2024,@diamondarir @collegemenfess Iya kak.. MSIB (Magang Bersertifikat) ini juga bagian dari program kampus merdeka..,diamondarir collegemenfess iya kak msib magang sertifikat program kampus merdeka,https://x.com/svzcm/status/1791655386078179699,svzcm,NEUTRAL,0.9997212290763855
Fri May 17 23:33:47 +0000 2024,@worksfess nggak nder 1 juta tuh cuman buat transport sama makan. Aku selama magang msib yang 2+ masih cari uang tambahan karena lama cairnya,worksfess nggak nder 1 juta tuh cuman transport makan magang msib 2 cari uang tambah cair,https://x.com/Alyanfz/status/1791613112153743730,Alyanfz,NEGATIVE,0.9821358323097229
Fri May 17 17:15:11 +0000 2024,pliss gua butuh bgt bikin cv buat keperluan MSIB dan apply magang tapi males banget woiiii terlebih lagi gua bingung mau nulis apa di cv,pliss gua butuh bgt bikin cv perlu msib apply magang males banget woiiii gua bingung nulis cv,https://x.com/darkchocome/status/1791517836491534795,darkchocome,NEGATIVE,0.9971233010292053
Fri May 17 17:01:49 +0000 2024,Mending ikut msib (lagi) apa fokus skripsi aja ya..... Jujur mau magang biar ada pemasukan sama nambah pengalaman tapi takut skripsi terbengkalai trus lulus lama ,mending msib fokus skripsi aja ya jujur magang biar pasu nambah alam takut skripsi bengkalai trus lulus,https://x.com/dibabidib/status/1791514473695768967,dibabidib,NEGATIVE,0.999839186668396
Fri May 17 16:40:47 +0000 2024,Gw pernah nolak tawaran magang MSIB di bank mandiri demi apply DPR RI kira klu gw ikut magang lagi daftar di bank mandiri keterima lagi gk yah ?biar bisa balik ke jkt lagi ,gw nolak tawar magang msib bank mandiri apply dpr ri klu gw magang daftar bank mandiri terima gk yah biar jkt,https://x.com/Ariii08102000/status/1791509180832231850,Ariii08102000,NEUTRAL,0.9993897676467896
Fri May 17 15:51:02 +0000 2024,Hi all:) buat temen2 msib yg lagi daftar magang atau temen2 yang lg cari kerjaan aku open nih mentoring CV ya 1. Review CV 2. Upgrade CV 3. Diskusi 1on1 Ntr ada meeting buat konsultasi + saling sharing jg. Lets discuss:) WA aja ya link ada di bio #zonauang #zonajajan #msib,hi all temen2 msib yg daftar magang temen2 lg cari kerja open nih mentoring cv ya 1 review cv 2 upgrade cv 3 diskusi 1on1 ntr meeting konsultasi sharing jg lets discuss wa aja ya link bio zonauang zonajajan msib,https://x.com/mentoringkerja/status/1791496659953950797,mentoringkerja,NEUTRAL,0.9996850490570068
Fri May 17 15:18:59 +0000 2024,bisa magang msib banyak uang beli ipad bismillah,magang msib uang beli ipad bismillah,https://x.com/novjhh/status/1791488592017248726,novjhh,POSITIVE,0.8770580887794495
Fri May 17 15:09:42 +0000 2024,Hi all:) buat temen2 msib yang lagi daftar magang atau temen2 yang lg cari kerjaan aku open nih mentoring CV ya 1. Review CV 2. Upgrade CV 3. Diskusi 1on1 Ntr ada meeting buat konsultasi + saling sharing jg. Lets discuss WA aja ya link ada di bio #zonauang #zonajajan #msib,hi all temen2 msib daftar magang temen2 lg cari kerja open nih mentoring cv ya 1 review cv 2 upgrade cv 3 diskusi 1on1 ntr meeting konsultasi sharing jg lets discuss wa aja ya link bio zonauang zonajajan msib,https://x.com/mentoringkerja/status/1791486258713333824,mentoringkerja,NEUTRAL,0.9996830224990845
Fri May 17 14:28:43 +0000 2024,@teaabracadabra_ bedanya apq :) eh ada ga ya museum yang magang MSIB?,teaabracadabra beda apq eh ga ya museum magang msib,https://x.com/Rafizakikun/status/1791475944873705902,Rafizakikun,NEUTRAL,0.9965954422950745
Fri May 17 14:26:54 +0000 2024,@teaabracadabra_ magang MSIB?,teaabracadabra magang msib,https://x.com/Rafizakikun/status/1791475484964061263,Rafizakikun,NEUTRAL,0.9996125102043152
Fri May 17 14:16:10 +0000 2024,Pengen banget lolos magang MSIB di batch 7 pengen banget lulus tahun 2025 awal pengen banget kerja di Jepang,ken banget lolos magang msib batch 7 ken banget lulus 2025 ken banget kerja jepang,https://x.com/bignaboiy/status/1791472786550280227,bignaboiy,POSITIVE,0.5695202946662903
Fri May 17 14:10:46 +0000 2024,mau coba fix,coba fix,https://x.com/nomnommmms/status/1791471425259516329,nomnommmms,NEGATIVE,0.9988503456115723
Fri May 17 14:05:57 +0000 2024,@diamondarir @collegemenfess Kak itu magang MSIB yang ini kah? https://t.co/SUrj1Alst0,diamondarir collegemenfess kak magang msib kah httpstcosurj1alst0,https://x.com/svzcm/status/1791470213978034398,svzcm,NEUTRAL,0.9996912479400635
Fri May 17 13:57:14 +0000 2024,@archeriest programnya mbkm ini sih sama aja kaya msib (magang) bedanya ini ngajar aja. penempatannya ada yang di SD SMP SMK (kalo ga salah). gue sendiri ngajar di SD,archeriest program mbkm sih aja kaya msib magang beda ngajar aja tempat sd smp smk kalo ga salah gue ngajar sd,https://x.com/burnknuckIes/status/1791468021233639702,burnknuckIes,NEUTRAL,0.998065173625946
Fri May 17 13:56:31 +0000 2024,Ternyata kuliah praktikum magang msib stupen dilakuin dalam satu waktu bersamaan agak menguras mental ya ,kuliah praktikum magang msib stupen dilakuin sama uras mental ya,https://x.com/ppinkberry_/status/1791467838844404221,ppinkberry_,NEUTRAL,0.9996402263641357
Fri May 17 13:41:45 +0000 2024,Mending magang mandiri atau msib deh? ‍,mending magang mandiri msib deh,https://x.com/atlanhtis/status/1791464123487928566,atlanhtis,NEGATIVE,0.5900756120681763
Sat Jun 08 08:14:25 +0000 2024,oi kata ak mah yang jurusan teknik terutama sipil daftar msib ambil jasa marga dah serius. kantor tempat ak magang jg lagi butuh banget soalny ges mayan,oi ak mah jurus teknik sipil daftar msib ambil jasa marga dah serius kantor ak magang jg butuh banget soalny ges mayan,https://x.com/royalsjelly/status/1799354280165662792,royalsjelly,NEGATIVE,0.5674322247505188
Sat Jun 08 06:41:10 +0000 2024,abis melakukan adegan dewasa (apply 22 magang MSIB),abis adegan dewasa apply 22 magang msib,https://x.com/ayamgeprek19_/status/1799330813118705731,ayamgeprek19_,NEUTRAL,0.999594509601593
Sat Jun 08 05:39:58 +0000 2024,sekarang kalo kya gini aku harus cari magang mandiri berarti. tapi itu pun amun di acc prodi dan diterima perusahaan. khs sialan. isinya byk kd lulus. sangkal dan sedihhh bnr perasaanku. sampai hdk ku gembor biar kawa sempro bujuran sebelum keberangkatan msib nih,kalo kya gin cari magang mandiri amun acc prodi terima usaha khs sial isi byk kd lulus sangkal sedihhh bnr asa hdk ku gembor biar kawa sempro bujur berangkat msib nih,https://x.com/sukacargo/status/1799315410455847220,sukacargo,NEGATIVE,0.9997995495796204
Sat Jun 08 04:31:39 +0000 2024,@haechanikom gue blm magang msib jeee gue msib nya stupen + ambil matkul di kampus jadi tugasnya banyak terus gue ambil proyekan freelance jugaa dhhdjswjjw,haechanikom gue blm magang msib jeee gue msib nya stupen ambil matkul kampus tugas gue ambil proyek freelance jugaa dhhdjswjjw,https://x.com/chocoohreo/status/1799298221187191116,chocoohreo,NEUTRAL,0.9995312690734863
Sat Jun 08 00:28:54 +0000 2024,capek capek ngirim lowongan magang msib ke legal law advocate eh yg diterima lari ngejer pengemis ,capek capek ngirim lowong magang msib legal law advocate eh yg terima lari ngejer emis,https://x.com/ryzwerth/status/1799237127697514546,ryzwerth,NEUTRAL,0.9984411597251892
Fri Jun 07 19:35:04 +0000 2024,@UNY_Base plis ada kah magang msib buat jurusan olahraga ato kesehatan masyarakat tapi masih area DIY,unybase plis kah magang msib jurus olahraga ato sehat masyarakat area diy,https://x.com/noturpriorty/status/1799163183107572164,noturpriorty,NEUTRAL,0.999708354473114
Fri Jun 07 18:31:03 +0000 2024,Guys mau nanya MSIB itukan dapet BBH kan ya.. nah kalau yang Sibnya jga dapat bbh atau cmn magang ya aja? Atau semua program mbkm ini gratis?,guys nanya msib itu dapet bbh ya sibnya jga bbh cmn magang ya aja program mbkm gratis,https://x.com/AdelyaEni70346/status/1799147073545375976,AdelyaEni70346,NEGATIVE,0.7019134759902954
Fri Jun 07 18:17:18 +0000 2024,orang baru atau orang lama? orang bulan depan aku lolos magang msib,orang orang orang lolos magang msib,https://x.com/kanfki/status/1799143614133715099,kanfki,NEGATIVE,0.990704357624054
Fri Jun 07 17:12:14 +0000 2024,yaallah pengen magang msib,yaallah ken magang msib,https://x.com/novjhh/status/1799127237037531395,novjhh,NEUTRAL,0.9992629885673523
Fri Jun 07 16:53:56 +0000 2024,@collegemenfess Mau nitip usahain cari magang di job portal atau mitra magang yg kredibel di msib ya nder. Biar job desc-nya manusiawi dan kurikulumnya sesuai. Aku dulu di kalibrr sama msib. Syukur dapet di kedua kanal itu.,collegemenfess nitip usahain cari magang job portal mitra magang yg kredibel msib ya nder biar job descnya manusiawi kurikulum sesuai kalibrr msib syukur dapet kanal,https://x.com/rubylunes/status/1799122632845263197,rubylunes,NEUTRAL,0.697629988193512
Fri Jun 07 15:53:01 +0000 2024,ada gak sih yg mual klo naik busway apa cuma gw doang yg mabok,gak sih yg mual klo busway gw doang yg mabok,https://x.com/nomnommmms/status/1799107301032571110,nomnommmms,NEGATIVE,0.9995926022529602
Fri Jun 07 15:46:38 +0000 2024,siapapun yg liat ini pls doain gue lulus magang di brin atoga msib POKOKNYA GUE LULUS MAGAANGGG biar bisa pulang krn liburan smt ini gue kkn,yg liat pls doain gue lulus magang brin atoga msib pokok gue lulus magaanggg biar pulang krn libur smt gue kkn,https://x.com/mudayow/status/1799105698024095957,mudayow,NEGATIVE,0.9262077212333679
Fri Jun 07 14:51:44 +0000 2024,@tanyakanrl duit 5M laporan magang kelar dan acc lolos msib lagi dipermudah sgala urusan,tanyakanrl duit 5m lapor magang kelar acc lolos msib mudah sgala urus,https://x.com/greatheorline/status/1799091881823064348,greatheorline,NEUTRAL,0.9991592168807983
Fri Jun 07 14:41:03 +0000 2024,ut gercep jugaa ya kasih surat rekomendasi magang msib gaa nyampe sehari️,ut gercep jugaa ya kasih surat rekomendasi magang msib gaa nyampe hari,https://x.com/matchacloudyy/status/1799089190531142137,matchacloudyy,NEUTRAL,0.9996613264083862
Fri Jun 07 14:17:30 +0000 2024,@unnesmenfess Studi independen bisa rekognisi ke prigel tapi gk bisa rekognisi kkn. Klo magang msib bisa rekognisi kkn + prigel klo gk salah semua prodi sama aja gk hanya geo kemarin pas mau lapor mbkm gitu ada keterangan per jenis program dan rekognisinya apa aja.,unnesmenfess studi independen rekognisi prigel gk rekognisi kkn klo magang msib rekognisi kkn prigel klo gk salah prodi aja gk geo kemarin pas lapor mbkm gitu terang jenis program rekognisi aja,https://x.com/stehtubruk/status/1799083263698624737,stehtubruk,NEGATIVE,0.965602695941925
Thu Jun 06 23:59:27 +0000 2024,@HokiGautama @collegemenfess Kak mau namya donggg. Magang msib sibuk ga sii? Klo aku juga sambil proker kampus gabisa ya?,hokigautama collegemenfess kak namya donggg magang msib sibuk ga sii klo proker kampus gabisa ya,https://x.com/cachecuw/status/1798867328983331195,cachecuw,NEGATIVE,0.9970790147781372
Thu Jun 06 20:42:20 +0000 2024,@ubinmengkilap Mau banget karena aku lagi daftar magang msib batch 7,ubinmengkilap banget daftar magang msib batch 7,https://x.com/Salsabilaarizki/status/1798817723390287900,Salsabilaarizki,NEGATIVE,0.9998502731323242
Thu Jun 06 16:31:06 +0000 2024,cape bngt mentally physically aAaAa‍️ bsk exhibition lusa exhi lgi + panit seninnya dd skripsweet msib hri lainnya uas nyambi cri magang dikala kehectican ini ada masih ada i word yg nempel mulu dikepala gw,cape bngt mentally physically aaaaa bsk exhibition lusa exhi lgi panit senin dd skripsweet msib hri uas nyambi cri magang kala kehectican i word yg nempel mulu kepala gw,https://x.com/alwayzzblessed/status/1798754499936629162,alwayzzblessed,NEGATIVE,0.9835936427116394
Thu Jun 06 16:09:21 +0000 2024,gw bisa konversi kkn-pi ASAL GW SMT DEPAN KETERIMA MSIB/MAGANG FLAGSHIP sementara GW GAADA NIAT MAGANG ANJINGGG,gw konversi kknpi gw smt terima msibmagang flagship gw gaada niat magang anjinggg,https://x.com/gaginielah/status/1798749024838947320,gaginielah,NEUTRAL,0.9994010925292969
Thu Jun 06 15:46:35 +0000 2024,Jujur aja belakangan ini lagi bingung ini karir mau dibawa kemana terus niatnya mau ikut msib nanya ke mama mending kampus mengajar atau magang merdeka. Mama ga jawab sih soal itu tapi beliau ngomong kerja di pt emang gajinya gede wajar soalnya kerja dr pagi sampe sore ,jujur aja bingung karir bawa mana niat msib nanya mama mending kampus ajar magang merdeka mama ga sih beliau ngomong kerja pt emang gaji gede wajar kerja dr pagi sampe sore,https://x.com/xuprcme/status/1798743294387904891,xuprcme,NEGATIVE,0.9998100399971008
Thu Jun 06 14:33:30 +0000 2024,Masih open ya buat temen2 yang lagi lamar kerjaan atau magang (msib etc) dan struggle dalam perbaikan CV bisa di aku yak Aku open lengkap dengan meeting 1. Review CV 2. Upgrade CV 3. Diskusi Aku kerja di multinational comp. WA y link di bio #zonauang #zonajajan,open ya temen2 lamar kerja magang msib etc struggle baik cv yak open lengkap meeting 1 review cv 2 upgrade cv 3 diskusi kerja multinational comp wa y link bio zonauang zonajajan,https://x.com/mentoringcv/status/1798724903971254572,mentoringcv,NEUTRAL,0.9996752738952637
Thu Jun 06 13:15:37 +0000 2024,Do'ain aku keterima magang msib yaaa kalo gaa semoga keterima magang mandiri ,doain terima magang msib yaaa kalo gaa moga terima magang mandiri,https://x.com/kynasoo/status/1798705306261917975,kynasoo,NEUTRAL,0.9993903636932373
Thu Jun 06 12:28:28 +0000 2024,@jpchups OMGGGGG SEMANGAT YA KAMUUU KITA SOBAT PERJUANGAN MAGANG MSIB!! SEMOGA LOLOS ️‍️‍,jpchups omggggg semangat ya kamuuu sobat juang magang msib moga lolos,https://x.com/hourlyviven/status/1798693436859809867,hourlyviven,POSITIVE,0.9451431632041931
Thu Jun 06 11:50:05 +0000 2024,Mau tanya yg pernah magang msib batch 6 di PT aneka tambang (antam) bisa di ceritain gk recruitmentnya gmna sama pas udh magang di antamnya? ,yg magang msib batch 6 pt aneka tambang antam ceritain gk recruitmentnya gmna pas udh magang antamnya,https://x.com/tanyakanrl/status/1798683779504251139,tanyakanrl,NEUTRAL,0.9994138479232788
Thu Jun 06 11:45:06 +0000 2024,@ubinmengkilap mauuu bgtt soalnya lagi daftar magang msib batch 7,ubinmengkilap mauuu bgtt daftar magang msib batch 7,https://x.com/babooyen2/status/1798682525344452849,babooyen2,NEGATIVE,0.9984847903251648
Thu Jun 06 11:23:11 +0000 2024,Gaiss saranin mitra magang di msib yg greenflag dong khususnya daerah jaksel. makasi ,gaiss saranin mitra magang msib yg greenflag daerah jaksel makas,https://x.com/tanyarlfes/status/1798677011067793423,tanyarlfes,NEUTRAL,0.9996774196624756
Thu Jun 06 11:00:05 +0000 2024,Ketik 1 utk menghilangkan setres,ketik 1 utk hilang tres,https://x.com/dofriendss/status/1798671197217202226,dofriendss,NEUTRAL,0.9864873290061951
Thu Jun 06 11:00:00 +0000 2024,Hai Generasi Mandiri.. Jangan lewatkan kesempatan emas ini! Ayo jadi bagian dari Program Magang MSIB dapatkan pengalaman dunia kerja secara langsung sebagai persiapan kariermu. Pendaftaran sampai tanggal 10 Juni 2024. https://t.co/YuZiSMuiOe,hai generasi mandiri lewat sempat emas ayo program magang msib dapat alam dunia kerja langsung siap karier daftar tanggal 10 juni 2024 httpstcoyuzismuioe,https://x.com/_NusaMandiri/status/1798671176556069022,_NusaMandiri,NEUTRAL,0.9996022582054138
Thu Jun 06 10:59:47 +0000 2024,Setres setres,tres tres,https://x.com/dofriendss/status/1798671120780173345,dofriendss,NEGATIVE,0.9997766613960266
Thu Jun 06 10:56:44 +0000 2024,Saatny bljr tes djarum dan interview magang,saatny bljr tes djarum interview magang,https://x.com/dofriendss/status/1798670354875134022,dofriendss,NEUTRAL,0.9980588555335999
Thu Jun 06 10:56:22 +0000 2024,Bismillah ipkny tetep aja,bismillah ipkny tetep aja,https://x.com/dofriendss/status/1798670260801044691,dofriendss,POSITIVE,0.9937313199043274
Thu Jun 06 10:56:13 +0000 2024,Aku udah belajar tapi yasudah lah emg kapasitas otak paok,udah ajar yasudah emg kapasitas otak paok,https://x.com/dofriendss/status/1798670223316516940,dofriendss,NEGATIVE,0.9998156428337097
Thu Jun 06 10:55:59 +0000 2024,Huft ya Allah kenapa ujian sem 4 kacau kali,huft ya allah uji sem 4 kacau kali,https://x.com/dofriendss/status/1798670162952061281,dofriendss,NEGATIVE,0.9997804760932922
Wed Jun 05 07:41:43 +0000 2024,ada yg pernah magang msib?,yg magang msib,https://x.com/mercbapuk/status/1798258887025709164,mercbapuk,NEUTRAL,0.9637399315834045
Wed Jun 05 06:00:47 +0000 2024,yg dulu apply magang msib 5/6 di hangry Indonesia dapat email buat magang reguler sekarang ga ya?,yg apply magang msib 56 hangry indonesia email magang reguler ga ya,https://x.com/daishiiiyu/status/1798233486232637844,daishiiiyu,NEUTRAL,0.9996596574783325
Wed Jun 05 04:20:44 +0000 2024,@_mardial_ Lagi sibuk magang msib,mardial sibuk magang msib,https://x.com/satrianugrrr/status/1798208308215755062,satrianugrrr,NEUTRAL,0.9986347556114197
Wed Jun 05 00:49:35 +0000 2024,@kompascom Magang MSIB merubah requirement jadi min 1-2 tahun pengalaman RUU KIA merubah requirement jadi wanita single,kompascom magang msib rubah requirement min 12 alam ruu kia rubah requirement wanita single,https://x.com/uzirahar247/status/1798155172620935586,uzirahar247,NEUTRAL,0.9996709823608398
Tue Jun 04 23:59:53 +0000 2024,5. Pengalaman Kerja Tuliskan pengalaman kerjamu baik full-time part-time maupun magang. Fokus pada tanggung jawab dan pencapaian yang relevan dengan program MSIB yang kamu lamar. Gunakan bullet points untuk kejelasan. Maksimal 2 - 3 bullets poin yaa tiap role.,5 alam kerja tulis alam kerja fulltime parttime magang fokus tanggung capai relevan program msib lamar bullet points jelas maksimal 2 3 bullets poin yaa role,https://x.com/Iftalish__/status/1798142663994257707,Iftalish__,NEUTRAL,0.9982511401176453
Tue Jun 04 23:38:52 +0000 2024,Tips CV Lolos MSIB (Magang &amp; Studi Independen Bersertifikat) #MSIB #KampusMerdeka A Thread,tips cv lolos msib magang amp studi independen sertifikat msib kampusmerdeka a thread,https://x.com/Iftalish__/status/1798137374456856692,Iftalish__,NEUTRAL,0.9996920824050903
Tue Jun 04 18:10:40 +0000 2024,guys mau tanya tentang MSIB/magang kampus merdeka. td coba buat daftar akun tapi ternyata kampus ku tidak ditemukan. kira-kira ada solusinyaa ga yaa atau emang gabisa daftar?,guys msibmagang kampus merdeka td coba daftar akun kampus ku temu kirakira solusinyaa ga yaa emang gabisa daftar,https://x.com/adeleccious/status/1798054780499316790,adeleccious,NEGATIVE,0.8782187104225159
Tue Jun 04 17:35:59 +0000 2024,Maaf ya commission aku tunda bentar sampe tgl 10 aku perlu ngebut benerin porto buat magang (MSIB) aku udh smt 6 yezz. Aku minta doa temen² semoga aku apply ada yg terima ,maaf ya commission tunda bentar sampe tgl 10 ngebut benerin porto magang msib udh smt 6 yezz doa temen moga apply yg terima,https://x.com/hnyoshii/status/1798046051590619512,hnyoshii,NEUTRAL,0.9995118379592896
Tue Jun 04 16:37:40 +0000 2024,@rohglk instagram kak,rohglk instagram kak,https://x.com/nomnommmms/status/1798031377289625772,nomnommmms,NEUTRAL,0.9995009899139404
Tue Jun 04 15:44:57 +0000 2024,@unudmenfess msib tu magang dan studi independen nder bisa milih magang dan stupen juga tapi ikutnya tetep 1 aja,unudmenfess msib tu magang studi independen nder milih magang stupen ikut tetep 1 aja,https://x.com/gaveshabestari/status/1798018108353106181,gaveshabestari,NEUTRAL,0.998164713382721
Tue Jun 04 15:43:33 +0000 2024,@unudmenfess bisa msib kan magang dan studi independen,unudmenfess msib magang studi independen,https://x.com/streskak/status/1798017756857823604,streskak,NEUTRAL,0.9996795654296875
